C,kernel,degree,gamma,coef0,shrinking,probability,tol,cache_size,class_weight,verbose,max_iter,decision_function_shape,break_ties,random_state,score,AOD,TPR,FPR,counter,timer,write_file
0.4149180445754163,linear,0,scale,2.2231216864481533,True,True,0.4935416462307574,164.19821059484744,balanced,0,1048,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,15,5.612651824951172,"./trained_models/svm_compas_3_0.4149180445754163_linear_0_scale_2.2231216864481533_True_True_0.4935416462307574_164.19821059484744_balanced_0_1048_1048_ovo_False_2019.pkl"
3.242007680067267,linear,10,auto,6.546973052782687,False,True,0.9744919182581708,161.022667797358,balanced,0,1014,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,16,5.94408392906189,"./trained_models/svm_compas_3_3.242007680067267_linear_10_auto_6.546973052782687_False_True_0.9744919182581708_161.022667797358_balanced_0_1014_1014_ovr_False_2019.pkl"
3.3883088500237935,linear,1,scale,4.42300342241148,False,True,0.6207728129485354,253.18671859162447,balanced,0,976,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,17,6.303480386734009,"./trained_models/svm_compas_3_3.3883088500237935_linear_1_scale_4.42300342241148_False_True_0.6207728129485354_253.18671859162447_balanced_0_976_976_ovr_False_2019.pkl"
4.276537946835913,linear,4,auto,0.8027176681584816,False,True,0.5488324524396486,231.73055380106524,balanced,0,1008,ovr,True,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,18,6.637787103652954,"./trained_models/svm_compas_3_4.276537946835913_linear_4_auto_0.8027176681584816_False_True_0.5488324524396486_231.73055380106524_balanced_0_1008_1008_ovr_True_2019.pkl"
0.7114207784581227,linear,10,scale,2.34533912765018,True,True,0.8222185946627942,232.42832793209732,,0,976,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,19,6.976681709289551,"./trained_models/svm_compas_3_0.7114207784581227_linear_10_scale_2.34533912765018_True_True_0.8222185946627942_232.42832793209732_None_0_976_976_ovr_False_2019.pkl"
1.0,linear,3,scale,0.0,True,True,0.001,250.0,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,20,7.331659317016602,"./trained_models/svm_compas_3_1.0_linear_3_scale_0.0_True_True_0.001_250.0_None_0_1020_1020_ovr_False_2019.pkl"
4.870995094842107,linear,0,auto,5.002724250630309,True,True,0.4989429376855495,187.8795157888519,balanced,0,1043,ovr,True,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,21,7.676752090454102,"./trained_models/svm_compas_3_4.870995094842107_linear_0_auto_5.002724250630309_True_True_0.4989429376855495_187.8795157888519_balanced_0_1043_1043_ovr_True_2019.pkl"
2.2038868172254125,linear,9,scale,5.826414761546501,True,True,0.44319647199283946,245.76210747253657,balanced,0,963,ovr,True,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,22,7.996912479400635,"./trained_models/svm_compas_3_2.2038868172254125_linear_9_scale_5.826414761546501_True_True_0.44319647199283946_245.76210747253657_balanced_0_963_963_ovr_True_2019.pkl"
4.036674597940518,linear,3,scale,0.0,True,True,0.001,250.0,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,23,8.364250421524048,"./trained_models/svm_compas_3_4.036674597940518_linear_3_scale_0.0_True_True_0.001_250.0_None_0_1020_1020_ovr_False_2019.pkl"
4.036674597940518,linear,3,scale,0.0,True,True,0.001,239.67815734757198,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,24,8.732005596160889,"./trained_models/svm_compas_3_4.036674597940518_linear_3_scale_0.0_True_True_0.001_239.67815734757198_None_0_1020_1020_ovr_False_2019.pkl"
4.036674597940518,linear,3,scale,0.0,True,True,0.001,239.67815734757198,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,25,9.100684881210327,"./trained_models/svm_compas_3_4.036674597940518_linear_3_scale_0.0_True_True_0.001_239.67815734757198_None_0_1020_1020_ovr_False_2019.pkl"
4.036674597940518,linear,3,scale,0.0,True,True,0.001,239.67815734757198,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,26,9.468325853347778,"./trained_models/svm_compas_3_4.036674597940518_linear_3_scale_0.0_True_True_0.001_239.67815734757198_None_0_1020_1020_ovr_False_2019.pkl"
4.036674597940518,linear,7,scale,0.0,True,True,0.001,239.67815734757198,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,27,9.837691307067871,"./trained_models/svm_compas_3_4.036674597940518_linear_7_scale_0.0_True_True_0.001_239.67815734757198_None_0_1020_1020_ovr_False_2019.pkl"
0.7811361011772708,linear,4,auto,9.221096520787977,True,True,0.4875815127155764,234.08618857773877,,0,972,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,28,10.179243087768555,"./trained_models/svm_compas_3_0.7811361011772708_linear_4_auto_9.221096520787977_True_True_0.4875815127155764_234.08618857773877_None_0_972_972_ovo_False_2019.pkl"
1.4709212446668487,linear,10,scale,6.759721953453854,True,True,0.797832686525016,285.0305030407119,,0,1008,ovr,True,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,29,10.518449783325195,"./trained_models/svm_compas_3_1.4709212446668487_linear_10_scale_6.759721953453854_True_True_0.797832686525016_285.0305030407119_None_0_1008_1008_ovr_True_2019.pkl"
3.69324622913129,linear,2,scale,0.5102072709003652,False,True,0.06878375046217215,241.3896956622646,balanced,0,978,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,30,10.85234546661377,"./trained_models/svm_compas_3_3.69324622913129_linear_2_scale_0.5102072709003652_False_True_0.06878375046217215_241.3896956622646_balanced_0_978_978_ovo_False_2019.pkl"
4.036674597940518,linear,7,scale,0.0,True,True,0.001,239.67815734757198,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,31,11.2216317653656,"./trained_models/svm_compas_3_4.036674597940518_linear_7_scale_0.0_True_True_0.001_239.67815734757198_None_0_1020_1020_ovr_False_2019.pkl"
