criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,warm_start,n_estimators,ccp_alpha,max_samples,random_state,verbose,n_jobs,min_impurity_split,score,AOD,TPR,FPR,counter,timer,write_file
gini,,7,5,0.08623442450290038,sqrt,,0.0,True,False,False,71,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,34,12.610504150390625,"./trained_models/randomForest_compas_3_gini_None_7_5_0.08623442450290038_sqrt_None_0.0_True_False_False_71_0.0_None_2019_0_None_None.pkl"
entropy,,7,5,0.06466080117082644,sqrt,,0.0,True,False,False,89,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,35,12.817826747894287,"./trained_models/randomForest_compas_3_entropy_None_7_5_0.06466080117082644_sqrt_None_0.0_True_False_False_89_0.0_None_2019_0_None_None.pkl"
entropy,,5,5,0.020244784590395866,sqrt,,0.0,True,False,False,51,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,36,12.956305503845215,"./trained_models/randomForest_compas_3_entropy_None_5_5_0.020244784590395866_sqrt_None_0.0_True_False_False_51_0.0_None_2019_0_None_None.pkl"
gini,,9,1,0.0,,,0.0,True,True,True,99,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,37,13.458805322647095,"./trained_models/randomForest_compas_3_gini_None_9_1_0.0_None_None_0.0_True_True_True_99_0.0_None_2019_0_None_None.pkl"
gini,13,9,1,0.09782754083961302,,,0.0,True,False,True,80,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,38,13.693358182907104,"./trained_models/randomForest_compas_3_gini_13_9_1_0.09782754083961302_None_None_0.0_True_False_True_80_0.0_None_2019_0_None_None.pkl"
gini,,9,1,0.0,,,0.0,True,False,True,99,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,39,14.139527082443237,"./trained_models/randomForest_compas_3_gini_None_9_1_0.0_None_None_0.0_True_False_True_99_0.0_None_2019_0_None_None.pkl"
gini,,9,1,0.0,,,0.0,True,False,True,99,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,40,14.584316730499268,"./trained_models/randomForest_compas_3_gini_None_9_1_0.0_None_None_0.0_True_False_True_99_0.0_None_2019_0_None_None.pkl"
log_loss,7,10,2,0.07775472074726637,sqrt,,0.0,True,False,False,67,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,41,14.742523431777954,"./trained_models/randomForest_compas_3_log_loss_7_10_2_0.07775472074726637_sqrt_None_0.0_True_False_False_67_0.0_None_2019_0_None_None.pkl"
entropy,17,10,2,0.012165797092756525,auto,,0.0,True,False,False,81,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,42,14.959622144699097,"./trained_models/randomForest_compas_3_entropy_17_10_2_0.012165797092756525_auto_None_0.0_True_False_False_81_0.0_None_2019_0_None_None.pkl"
gini,,9,1,0.0,,,0.0,True,False,True,99,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,43,15.404565334320068,"./trained_models/randomForest_compas_3_gini_None_9_1_0.0_None_None_0.0_True_False_True_99_0.0_None_2019_0_None_None.pkl"
gini,,5,1,0.0,,,0.0,True,False,True,99,0.0,,2019,0,,,0.9684035476718403,0.01846017620695859,0.0068259385665528916,0.03009441384736429,44,15.858917951583862,"./trained_models/randomForest_compas_3_gini_None_5_1_0.0_None_None_0.0_True_False_True_99_0.0_None_2019_0_None_None.pkl"
gini,,5,1,0.0,,,0.0,True,False,True,99,0.0,,2019,0,,,0.9684035476718403,0.01846017620695859,0.0068259385665528916,0.03009441384736429,45,16.314780950546265,"./trained_models/randomForest_compas_3_gini_None_5_1_0.0_None_None_0.0_True_False_True_99_0.0_None_2019_0_None_None.pkl"
gini,,5,1,0.0,log2,,0.0,True,False,True,99,0.0,,2019,0,,,0.9700665188470067,0.01590044924450127,0.0017064846416382506,0.03009441384736429,46,16.623340606689453,"./trained_models/randomForest_compas_3_gini_None_5_1_0.0_log2_None_0.0_True_False_True_99_0.0_None_2019_0_None_None.pkl"
gini,,5,1,0.0,log2,,0.0,True,False,False,99,0.0,,2019,0,,,0.9700665188470067,0.01590044924450127,0.0017064846416382506,0.03009441384736429,47,16.934857845306396,"./trained_models/randomForest_compas_3_gini_None_5_1_0.0_log2_None_0.0_True_False_False_99_0.0_None_2019_0_None_None.pkl"
gini,,5,1,0.0,log2,,0.0,True,False,False,99,0.0,,2019,0,,,0.9700665188470067,0.01590044924450127,0.0017064846416382506,0.03009441384736429,48,17.247238636016846,"./trained_models/randomForest_compas_3_gini_None_5_1_0.0_log2_None_0.0_True_False_False_99_0.0_None_2019_0_None_None.pkl"
log_loss,,6,4,0.05037449890662062,,,0.0,True,True,True,74,0.0,,2019,0,,,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,49,17.52899980545044,"./trained_models/randomForest_compas_3_log_loss_None_6_4_0.05037449890662062_None_None_0.0_True_True_True_74_0.0_None_2019_0_None_None.pkl"
