criterion,splitter,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,random_state,max_leaf_nodes,min_impurity_decrease,min_impurity_split,class_weight,ccp_alpha,score,AOD,TPR,FPR,counter,timer,write_file
entropy,best,5,2,1,0.2509103170443629,,2019,,0.0,0.0,,0.05758781315835378,0.8827744846500929,0.0,0.0,0.0,45,17.057091236114502,"./trained_models/decisionTree_bank_1_entropy_best_5_2_1_0.2509103170443629_None_2019_None_0.0_None_0.05758781315835378.pkl"
gini,random,10,5,3,0.04543110249173112,sqrt,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,46,17.41394543647766,"./trained_models/decisionTree_bank_1_gini_random_10_5_3_0.04543110249173112_sqrt_2019_None_0.0_None_0.0.pkl"
entropy,random,,2,5,0.12910724657267625,sqrt,2019,,0.0,0.0,,0.41421842202283826,0.8827744846500929,0.0,0.0,0.0,47,17.766419410705566,"./trained_models/decisionTree_bank_1_entropy_random_None_2_5_0.12910724657267625_sqrt_2019_None_0.0_None_0.41421842202283826.pkl"
entropy,random,20,5,5,0.1791049063468018,auto,2019,,0.0,0.0,,0.7963786962322441,0.8827744846500929,0.0,0.0,0.0,48,18.122318267822266,"./trained_models/decisionTree_bank_1_entropy_random_20_5_5_0.1791049063468018_auto_2019_None_0.0_None_0.7963786962322441.pkl"
gini,random,17,5,3,0.04543110249173112,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,49,18.477991342544556,"./trained_models/decisionTree_bank_1_gini_random_17_5_3_0.04543110249173112_log2_2019_None_0.0_None_0.0.pkl"
entropy,random,17,5,3,0.04543110249173112,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,50,18.835805892944336,"./trained_models/decisionTree_bank_1_entropy_random_17_5_3_0.04543110249173112_log2_2019_None_0.0_None_0.0.pkl"
gini,best,16,5,3,0.34461463452992525,sqrt,2019,,0.0,0.0,,0.9215835479685467,0.8827744846500929,0.0,0.0,0.0,51,19.1897189617157,"./trained_models/decisionTree_bank_1_gini_best_16_5_3_0.34461463452992525_sqrt_2019_None_0.0_None_0.9215835479685467.pkl"
entropy,random,12,3,3,0.04543110249173112,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,52,19.544480562210083,"./trained_models/decisionTree_bank_1_entropy_random_12_3_3_0.04543110249173112_log2_2019_None_0.0_None_0.0.pkl"
entropy,random,,3,3,0.04543110249173112,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,53,19.89812445640564,"./trained_models/decisionTree_bank_1_entropy_random_None_3_3_0.04543110249173112_log2_2019_None_0.0_None_0.0.pkl"
gini,random,,4,1,0.1059138516227616,,2019,,0.0,0.0,,0.44619358248022306,0.8827744846500929,0.0,0.0,0.0,54,20.263259649276733,"./trained_models/decisionTree_bank_1_gini_random_None_4_1_0.1059138516227616_None_2019_None_0.0_None_0.44619358248022306.pkl"
